income_groups,time,income_mountain_50bracket_shape_for_log
low_income,2062,"0,0,52,369,758,1678,2854,4191,5972,8894,14686,27131,51897,100519,210399,493404,1160893,2361908,4126665,6895530,10579186,13577105,14472388,13721924,12352376,10265219,7682928,5283857,3470323,2217718,1379546,795797,433177,225005,117849,64020,35767,20403,11951,7261,4573,2943,1906,1225,774,483,300,181,113,64"
low_income,2063,"0,0,34,350,738,1607,2814,4154,5917,8746,14312,26231,50102,96652,200394,465824,1104027,2279190,4017873,6724150,10454725,13613994,14690829,13988328,12609529,10563012,7951941,5499120,3624255,2328989,1456843,844776,461852,240513,125897,68391,38206,21757,12694,7667,4810,3084,1989,1276,810,504,313,190,117,67"
low_income,2064,"0,0,16,329,709,1544,2768,4113,5854,8587,13914,25281,48227,92792,190669,439164,1046437,2189502,3893641,6517226,10241377,13511165,14765913,14178650,12901390,10984859,8367892,5825734,3831392,2460907,1542765,898509,492307,256397,133513,72129,40155,22771,13190,7896,4912,3131,2016,1293,817,510,314,190,117,65"
low_income,2065,"0,0,0,6,73,260,547,1045,1971,3692,7040,13604,26244,50067,102581,235688,537106,1074108,1979897,3437283,5300426,7063077,8116447,8287779,8149192,7202089,5790093,4208767,2855707,1888202,1213363,711345,384485,195102,99417,53816,30541,17754,10560,6515,4184,2746,1811,1182,760,480,299,182,111,67"
low_income,2066,"0,0,0,5,62,244,523,1003,1888,3537,6736,12992,25102,47841,97133,221747,509169,1028096,1902899,3323428,5186596,6966931,8117185,8314508,8243237,7369069,5976224,4383479,2993572,1988539,1284218,759239,411263,208606,105440,56578,31940,18497,10956,6729,4314,2827,1865,1219,781,488,300,174,102,57"
low_income,2067,"0,0,0,4,53,223,497,960,1805,3388,6442,12398,23993,45699,91977,208528,482163,983574,1827777,3209896,5062774,6845283,8072242,8291478,8298426,7537321,6202284,4605237,3161795,2105865,1364405,813540,441995,224434,112629,59921,33598,19335,11373,6950,4434,2909,1919,1256,801,501,308,176,101,53"
low_income,2068,"0,0,0,4,28,101,264,592,1257,2576,5248,10576,21107,40723,81928,185941,435511,898231,1666006,2894694,4451103,5626265,5844727,4738647,3881798,3387955,2905045,2401118,1922248,1463389,1042228,654881,357788,176791,84195,43114,23830,13582,7808,4595,2822,1786,1141,721,450,273,166,91,52,25"
low_income,2069,"0,0,0,3,25,95,249,564,1196,2455,5006,10075,20152,38916,77713,175040,412063,859787,1603802,2806782,4373232,5604768,5944482,4878032,3981962,3484489,3004930,2496319,2007470,1537775,1101724,701665,386398,192098,91054,46169,25355,14419,8277,4859,2971,1879,1199,760,473,289,174,97,54,27"
low_income,2070,"0,0,0,0,0,0,14,41,82,156,297,692,1994,5755,18521,66286,204052,500852,1068537,2103873,3530928,4630829,4935664,3959507,3122122,2724520,2347273,1941908,1589904,1253457,919274,595240,321455,150146,61968,26537,12630,6291,3030,1405,660,326,164,82,42,21,10,2,0,0"
low_income,2071,"0,0,0,0,0,0,11,34,70,135,257,598,1771,5210,16711,60482,189796,473491,1017160,2018663,3445641,4598467,4996521,4063120,3180332,2784635,2437282,2046138,1690947,1346020,990509,646251,349977,163860,67123,28198,13226,6573,3181,1478,695,342,170,88,45,23,10,3,0,0"
low_income,2072,"0,0,0,0,0,0,11,38,81,150,285,627,1758,5018,15561,55859,177331,449021,971175,1940282,3364441,4570764,5055543,4184732,3263111,2857265,2521837,2130722,1768555,1413228,1047274,693981,380615,180555,74344,31008,14445,7175,3486,1623,762,375,189,96,49,24,11,4,0,0"
low_income,2073,"0,0,0,0,0,0,6,26,56,107,204,468,1433,4348,13793,50522,163803,422610,922550,1855721,3268855,4531390,5106486,4321028,3364896,2938540,2606897,2211780,1838326,1483427,1110672,745370,412665,198109,82078,33951,15638,7740,3772,1756,819,401,202,103,53,26,12,5,0,0"
low_income,2074,"0,0,0,0,0,0,6,26,54,105,201,443,1334,4043,12654,46256,151956,398774,878410,1777521,3176864,4491013,5143445,4447793,3457651,3011926,2691105,2297772,1915760,1554284,1173052,798162,447293,217359,90718,37292,17026,8404,4107,1916,891,433,217,111,57,28,13,6,0,0"
low_income,2075,"0,0,0,0,0,0,5,28,58,114,214,459,1303,3861,11765,42499,140962,376184,836417,1702201,3084035,4447010,5169749,4572685,3550716,3081867,2773606,2385266,1995035,1626648,1236333,852341,483982,237971,100117,40930,18526,9122,4476,2098,970,473,234,120,61,30,14,7,0,0"
low_income,2076,"0,0,0,0,0,0,4,26,57,112,212,440,1218,3600,10835,38849,130265,353953,795100,1627450,2986398,4394903,5184589,4697508,3647994,3152348,2856307,2473334,2075732,1701007,1302817,909032,523336,260227,110513,44972,20167,9892,4869,2287,1058,512,256,129,66,33,15,9,0,0"
low_income,2077,"0,0,0,0,0,0,3,25,54,106,199,405,1110,3309,9932,35361,120154,332480,754841,1553963,2884106,4329063,5176019,4798842,3720774,3199487,2936301,2578016,2177519,1795925,1391470,983175,572640,285901,121566,48451,21105,10226,5046,2385,1103,534,267,137,70,35,16,9,0,0"
low_income,2078,"0,0,0,0,0,0,3,25,58,114,213,424,1096,3178,9319,32442,111073,312560,717284,1485019,2786136,4264978,5170426,4912813,3817811,3262201,3013652,2668833,2264523,1876242,1462209,1043563,618613,312284,134325,53465,23074,11116,5494,2598,1203,582,289,148,76,38,17,10,0,0"
low_income,2079,"0,0,0,0,0,0,1,13,27,55,103,221,707,2451,7827,28366,100445,290137,675623,1408862,2673885,4179870,5155688,5037278,3944964,3347279,3096618,2755439,2338161,1949268,1541540,1109743,666664,339068,147589,58608,24958,11902,5887,2791,1287,614,306,156,81,40,20,10,2,0"
low_income,2080,"0,0,0,0,0,0,1,14,31,63,118,242,705,2352,7337,25922,92430,271713,640601,1343357,2575809,4102655,5134433,5138927,4047888,3410684,3170909,2846691,2427582,2031157,1616128,1173190,717796,368945,162571,64556,27242,12914,6396,3044,1402,669,331,168,87,45,22,10,3,0"
low_income,2081,"0,0,0,0,0,0,1,12,27,52,92,188,575,2042,6564,23250,84383,253161,605313,1276987,2471974,4008416,5094221,5215717,4138414,3466491,3266778,2982396,2550882,2121711,1691132,1231267,763442,394466,174583,68556,28282,13207,6530,3116,1434,682,339,177,92,49,24,12,7,0"
low_income,2082,"0,0,0,0,0,0,0,12,25,49,91,177,528,1881,6047,21098,77289,236096,572542,1215115,2373453,3916737,5058896,5296978,4249561,3532614,3335606,3072861,2644777,2206369,1771019,1299546,819712,428387,192104,75640,30922,14315,7072,3386,1560,738,367,189,98,52,26,13,8,0"
low_income,2083,"0,0,0,0,0,0,0,10,25,49,89,172,489,1730,5572,19135,70652,219728,540871,1155163,2275572,3820423,5018297,5367013,4361970,3599545,3402128,3162309,2740087,2292509,1852386,1370097,878608,464510,211044,83416,33807,15511,7651,3677,1696,798,396,202,105,55,29,14,9,0"
lower_middle_income,1800,"0,0,1405,3952,6848,10936,16892,25540,37808,54792,78521,113962,173092,278527,469709,818584,1439904,2435126,3719133,4933668,5827538,5948938,5162125,3932443,2716384,1762185,1146485,744346,463350,273632,156625,89775,50985,28691,16392,9383,5418,3130,1749,927,463,235,132,64,40,24,18,10,10,3"
lower_middle_income,1801,"0,0,1397,3965,6874,10980,16955,25638,37965,55087,79099,115136,175478,283103,478337,834833,1469120,2481392,3782003,5001711,5887029,5989917,5172379,3921033,2701665,1751415,1141508,743328,463853,274352,157220,90232,51325,28930,16560,9505,5496,3179,1774,947,472,238,136,64,43,24,18,10,10,3"
lower_middle_income,1802,"0,0,1322,3920,6845,10963,16934,25612,37902,54924,78705,114055,172617,276772,465281,808829,1422385,2411014,3703864,4950387,5886229,6064685,5298126,4049932,2809348,1823835,1184597,768916,478983,282979,161974,92855,52828,29803,17086,9825,5690,3298,1855,990,499,252,144,71,45,26,19,10,10,3"
lower_middle_income,1803,"0,10,1533,4163,7209,11509,17739,26723,39365,56770,80957,116612,175085,278657,466120,807619,1417858,2408463,3712418,4985436,5946485,6125535,5362957,4107618,2848125,1841343,1185663,761766,470044,275940,157512,90345,51270,28970,16609,9553,5535,3205,1798,959,481,246,140,67,42,21,13,10,4,0"
lower_middle_income,1804,"0,22,1596,4254,7379,11788,18164,27316,40125,57671,81911,117255,174378,275008,456787,787263,1378069,2345197,3635339,4933482,5937051,6177160,5477527,4241050,2966647,1925863,1234296,786011,480916,280483,159324,91052,51461,29048,16622,9549,5536,3204,1785,954,483,248,137,71,42,21,12,10,4,0"
lower_middle_income,1805,"0,0,1402,4147,7251,11578,17828,26860,39616,57203,81566,117272,175340,277771,462796,800304,1405447,2391452,3706949,5002967,5996010,6216443,5472614,4210103,2939838,1914760,1239763,801341,497197,292660,166952,95468,54194,30555,17518,10072,5842,3385,1897,1014,508,261,145,74,46,27,19,10,10,4"
lower_middle_income,1806,"0,2,1478,4243,7403,11814,18164,27294,40126,57775,82216,117919,175560,276904,459871,793345,1392349,2373953,3692535,5015020,6039198,6289900,5562792,4286093,2994243,1943711,1249120,802074,495343,290801,165756,94935,53908,30480,17518,10114,5879,3421,1925,1035,521,269,151,75,44,24,14,10,5,0"
lower_middle_income,1807,"0,0,1178,4009,7160,11522,17863,27113,40302,58640,84031,120760,179248,280979,463350,794788,1389647,2365201,3692648,5018204,6044309,6303558,5587781,4318332,3037726,1991249,1292466,840610,525813,311200,177792,101458,57661,32418,18547,10646,6151,3565,2001,1071,536,270,147,77,46,29,20,11,10,5"
lower_middle_income,1808,"0,13,1502,3857,6773,11072,17480,26870,40179,58537,83795,120130,178004,280233,467546,810873,1426688,2436815,3769373,5094094,6076437,6272778,5585557,4369821,3091140,2023105,1296610,825674,505355,294374,166828,95130,53761,30292,17343,9961,5772,3338,1864,991,494,253,134,72,42,22,14,10,5,0"
lower_middle_income,1809,"0,0,1390,3826,6750,11002,17300,26520,39614,57724,82722,118646,175546,275802,459680,797549,1407585,2414565,3758607,5109495,6121529,6357275,5669699,4427496,3135647,2053432,1316225,841212,517241,302047,171292,97728,55414,31296,17993,10381,6039,3513,1976,1058,535,276,144,78,45,26,15,10,6,0"
lower_middle_income,1810,"0,5,1227,4210,7528,12118,18814,28608,42631,62209,89448,129058,192509,303467,503209,866070,1516451,2570321,3950325,5275404,6226767,6402801,5616202,4327083,3050139,2006876,1314374,863670,544636,324233,186071,106520,60721,34180,19569,11232,6492,3763,2113,1129,562,283,150,82,49,32,20,13,10,7"
lower_middle_income,1811,"0,4,1538,4740,8303,13219,20343,30678,45379,65823,94339,136108,203307,320327,530040,909664,1588408,2684629,4096617,5427940,6367042,6503989,5649971,4310842,3023945,1988161,1306241,859306,540520,320933,184053,105612,60182,33961,19499,11222,6508,3777,2116,1131,565,290,156,85,53,35,20,13,10,6"
lower_middle_income,1812,"0,29,1966,5178,8960,14277,21984,33093,48709,70249,100183,143776,213250,333419,548129,935442,1626215,2748290,4187212,5559585,6526871,6642390,5762791,4395998,3079910,2016862,1315208,854241,529959,311877,178375,102639,58318,33059,19023,10979,6393,3711,2079,1109,559,295,156,86,48,30,16,10,7,0"
lower_middle_income,1813,"0,4,1792,5271,9217,14684,22578,33954,49988,72059,102492,146302,215152,333207,543208,921502,1597292,2702333,4157619,5576497,6617318,6811920,5977401,4598116,3245362,2140429,1404185,921951,579321,344115,197662,113830,64936,36781,21183,12237,7123,4146,2334,1251,632,330,172,96,54,34,19,10,9,0"
lower_middle_income,1814,"0,33,2229,5919,10221,16186,24737,36929,53915,77127,109063,154913,226455,348106,563314,949153,1637726,2769538,4251802,5707175,6769680,6965407,6115562,4700795,3331681,2208161,1448043,943909,586664,345130,197007,113148,64157,36330,20893,12053,7018,4072,2279,1214,611,320,170,95,54,35,19,10,9,0"
lower_middle_income,1815,"0,3,1623,5468,9708,15519,23904,36057,53256,76971,109543,156258,229509,354184,574212,969579,1674939,2823119,4345763,5814769,6888374,7098858,6221488,4786155,3399911,2276962,1527238,1026951,658523,396065,228646,131411,75132,42327,24260,13929,8055,4664,2615,1391,690,349,183,102,63,43,26,19,10,10"
lower_middle_income,1816,"0,21,2287,6099,10551,16823,25904,38898,56992,81626,115432,164368,242098,375642,613170,1040944,1800934,3030157,4607474,6099731,7155588,7255401,6273266,4790601,3374411,2241133,1495530,994095,628302,374652,216224,125253,71565,40650,23439,13537,7884,4580,2566,1367,685,357,189,103,59,39,21,12,10,1"
lower_middle_income,1817,"0,21,2382,6376,11052,17635,27169,40793,59725,85420,120535,171063,250742,386838,628004,1061280,1830154,3076483,4686098,6218901,7315802,7434017,6445331,4936113,3489801,2328038,1559812,1040342,659194,393713,227426,131800,75329,42790,24674,14252,8299,4819,2699,1433,722,374,199,111,63,40,22,13,10,2"
lower_middle_income,1818,"0,42,2631,6869,11948,19123,29516,44372,64977,92849,130637,183821,264821,399666,634975,1053345,1794224,3010909,4616463,6213280,7402606,7618419,6716713,5223334,3748687,2525178,1686686,1114726,700133,415278,238471,137538,78146,44290,25473,14703,8556,4965,2776,1470,741,387,202,115,65,42,23,13,10,2"
lower_middle_income,1819,"0,119,3097,7458,12815,20383,31280,46676,67752,96004,134310,188581,272109,412454,658681,1097268,1874630,3147562,4792043,6419021,7597783,7774575,6821418,5293760,3800075,2562005,1710555,1124792,701106,413553,237135,136800,77592,44091,25366,14649,8529,4932,2741,1448,727,380,203,115,65,42,23,13,10,2"
lower_middle_income,1820,"0,5,2427,6926,12167,19530,30187,45414,66496,94890,133136,186961,269448,407627,649941,1082781,1849321,3106802,4792741,6464036,7729666,7968730,7032190,5472901,3928060,2656394,1793187,1204513,768878,461537,267046,154715,88495,50187,28927,16693,9716,5648,3170,1685,848,438,232,129,74,47,26,16,10,5"
lower_middle_income,1821,"0,5,2523,7209,12676,20373,31568,47642,70039,100387,141418,199048,286679,431857,683936,1130909,1919536,3208104,4920619,6601627,7860919,8086936,7110542,5514683,3955299,2677878,1814538,1223823,783483,471229,273004,158298,90585,51376,29614,17099,9952,5792,3249,1731,871,450,235,133,76,50,26,17,10,5"
lower_middle_income,1822,"0,5,2596,7533,13218,21139,32584,48946,71693,102480,144080,202409,290615,435949,687275,1131680,1916737,3206801,4934735,6649903,7951232,8231579,7274817,5649979,4064982,2758152,1866782,1258532,805362,483850,279924,162141,92762,52608,30328,17504,10188,5923,3324,1768,892,460,245,137,80,54,27,17,10,6"
lower_middle_income,1823,"0,4,2492,7529,13288,21313,32951,49665,73008,104681,147482,207277,297197,444502,698436,1145451,1925842,3200604,4924558,6647608,7978815,8294823,7370895,5764393,4180377,2859703,1946616,1315189,842529,506417,292776,169123,96659,54696,31487,18162,10561,6142,3444,1833,919,469,249,147,84,60,35,24,15,10"
lower_middle_income,1824,"0,9,2137,7432,13320,21360,32985,49770,73425,105833,149849,211338,303064,452308,708609,1157683,1926066,3164117,4859575,6582014,7944964,8360083,7511495,5920043,4330269,2981330,2037033,1389615,901431,546795,317619,183468,105403,59699,34425,19897,11585,6757,3815,2046,1028,523,276,155,96,62,37,25,17,10"
lower_middle_income,1825,"1,17,2029,7406,13386,21541,33371,50570,74984,108778,155181,220708,318869,478691,753226,1228283,2016054,3259606,4935861,6633066,7974985,8404139,7550721,5946456,4357511,3008294,2064058,1416942,925401,564902,329914,191335,110439,62815,36359,21113,12349,7239,4118,2229,1136,583,304,172,101,65,41,25,17,10"
lower_middle_income,1826,"2,23,2873,8381,14768,23611,36422,54859,80790,116560,165905,235969,340437,509064,797477,1292941,2103369,3373061,5046445,6744780,8104587,8506518,7632946,5989419,4384236,3008386,2038128,1374052,880840,531374,309292,180353,103943,59594,34750,20339,12013,7090,4052,2208,1149,603,323,178,102,61,33,18,10,6"
lower_middle_income,1827,"2,18,2111,7687,13906,22426,34805,52854,78555,114337,163806,234065,339256,509952,802815,1306509,2117443,3369194,5040949,6739389,8107107,8556223,7720633,6093783,4484693,3108451,2135574,1466272,957387,584720,342096,198970,115170,65814,38289,22360,13155,7748,4435,2420,1246,641,338,190,112,71,42,26,18,10"
lower_middle_income,1828,"3,20,2295,7983,14354,23102,35827,54352,80726,117450,168343,240871,349907,527256,831881,1353977,2187410,3465975,5158024,6865966,8228622,8648575,7774884,6116516,4495538,3115677,2143005,1470737,958535,584667,342099,199300,115395,66040,38472,22488,13242,7811,4471,2439,1259,650,346,193,113,71,43,26,17,10"
lower_middle_income,1829,"3,21,2422,8058,14446,23332,36339,55345,82455,120222,172532,246909,358652,540332,852630,1387888,2239237,3537608,5249440,6965484,8331492,8726022,7823759,6177536,4550107,3150507,2169759,1488380,969127,591085,346153,201864,116831,66807,38854,22659,13325,7844,4481,2440,1252,644,342,190,109,72,40,26,18,10"
lower_middle_income,1830,"3,23,1970,7820,14355,23257,36233,55303,82739,121384,175408,252571,368187,554963,873446,1412635,2265203,3565212,5259945,6975401,8329565,8810683,7964494,6284643,4627561,3220667,2223114,1538678,1013034,622567,365738,213150,123760,70803,41188,24046,14129,8319,4766,2604,1341,689,362,201,118,76,46,27,19,10"
lower_middle_income,1831,"2,18,2026,8118,14755,23513,35941,53766,78872,113662,162085,232317,340457,520357,834939,1380049,2262315,3632461,5465646,7364369,8879206,9424146,8631444,6879281,5107266,3595291,2475508,1699211,1111471,681050,399888,233139,135497,77733,45319,26547,15672,9288,5373,2982,1575,836,451,252,149,91,65,32,19,10"
lower_middle_income,1832,"2,17,1708,7859,14624,23433,35922,53901,79383,114926,164521,236229,345622,525381,836691,1376043,2252187,3615247,5458434,7386024,8925757,9467674,8724554,7012288,5222543,3707819,2572244,1776880,1169665,719968,423491,246578,143371,82154,47788,27942,16460,9740,5644,3139,1657,876,474,263,154,96,70,30,20,10"
lower_middle_income,1833,"14,40,1668,7721,14350,22950,35028,52214,76235,109321,155303,222588,327341,501974,807622,1341900,2214251,3584953,5454327,7425106,9028934,9589443,8878370,7184529,5366180,3826019,2661913,1837862,1207006,740843,434746,252595,146475,83712,48584,28344,16677,9859,5707,3173,1679,887,482,267,156,99,69,31,20,10"
lower_middle_income,1834,"26,61,1779,8124,15097,24187,37097,55702,82054,118780,170090,244527,358177,542761,859213,1407988,2300665,3687283,5565638,7531394,9113051,9690957,8933003,7190317,5374196,3821270,2648368,1829217,1204949,742166,436534,253769,147346,84254,48907,28550,16790,9925,5738,3182,1674,873,467,263,150,97,62,30,20,11"
lower_middle_income,1835,"25,60,1046,7077,13820,22334,34323,51578,76064,110240,157976,227271,333546,507302,806445,1328916,2188597,3530711,5388237,7410698,9082261,9799180,9166345,7497220,5634101,4036791,2815233,1966405,1317292,823955,488994,284164,165612,94794,54815,31984,18772,11085,6453,3612,1909,993,527,290,166,105,64,36,22,13"
lower_middle_income,1836,"10,32,874,6794,13381,21621,33205,49902,73725,107155,153988,221943,326969,502101,808594,1339336,2195807,3541787,5410429,7492448,9222105,10004014,9344808,7628791,5684633,4041718,2824392,1985718,1340535,844024,502787,292311,170484,97590,56271,32769,19183,11300,6576,3675,1933,1000,525,284,165,103,64,38,23,14"
lower_middle_income,1837,"11,33,1246,7626,14707,23704,36486,55109,81933,119906,173390,250559,367916,559472,888125,1446217,2336456,3726928,5635383,7711432,9396189,10132197,9379454,7569105,5605824,3963285,2759202,1933639,1299633,814733,484046,281571,164231,94021,54335,31650,18533,10912,6328,3518,1840,949,499,273,160,95,63,37,22,13"
lower_middle_income,1838,"11,32,1039,7337,14386,23277,35923,54409,81157,119169,172686,249550,365679,554444,877564,1428088,2309200,3686211,5587242,7695012,9421355,10241106,9546007,7766865,5786979,4102818,2852900,2001666,1352795,853134,508008,294984,172092,98597,56847,33109,19366,11388,6619,3692,1931,993,519,282,161,98,66,37,23,15"
lower_middle_income,1839,"4,29,1047,7359,14349,23148,35551,53488,79160,115349,166343,240761,355650,545080,870393,1420383,2295570,3678685,5613348,7761657,9557626,10364827,9680698,7918216,5900675,4198243,2932741,2053204,1378015,862008,509853,294926,171360,97779,56278,32674,19087,11218,6511,3627,1905,985,522,289,162,103,65,40,23,14"
lower_middle_income,1840,"7,69,1266,8575,16776,27090,41865,63922,96833,145621,217838,327927,505414,812160,1358253,2294822,3726305,5841238,8640070,11689503,14170595,15328282,14363206,11739924,8669147,5905061,3865937,2547021,1644034,1012404,597547,346480,202867,117425,68680,40905,24489,14668,8645,4909,2634,1380,718,385,207,122,79,41,24,15"
lower_middle_income,1841,"5,67,1564,9204,17607,28269,43558,66309,100050,149766,222877,333791,511626,818381,1364834,2308848,3763742,5905606,8740841,11773506,14248268,15368622,14407123,11764931,8745484,6014497,3974788,2641068,1710458,1049920,615978,355619,207104,119365,69546,40951,24275,14461,8510,4831,2605,1369,722,390,208,124,77,42,23,14"
lower_middle_income,1842,"6,73,1892,9703,18203,29070,44638,67732,101884,152155,226592,341142,528298,855180,1441358,2453153,4008889,6324702,9406762,12735040,15479418,16686925,15469331,12444785,9119089,6183597,4045882,2664544,1711463,1044516,611380,353458,205986,118963,69587,41086,24407,14559,8554,4842,2608,1374,728,387,212,122,76,40,22,14"
lower_middle_income,1843,"6,60,1472,9191,17742,28546,44061,67265,101954,153560,230503,348960,541501,875124,1468868,2487226,4044974,6363585,9424883,12705548,15397777,16628804,15539192,12621492,9296886,6344258,4170563,2762713,1789456,1101423,648154,374909,218846,126571,73901,43641,25905,15433,9074,5147,2778,1459,771,404,226,132,80,41,24,15"
lower_middle_income,1844,"24,262,1474,8690,17605,28469,43748,66192,99292,148223,221033,333715,518959,843408,1425335,2431927,3988599,6332611,9448904,12796889,15438086,16619374,15641181,12912871,9637507,6666932,4402482,2899870,1869491,1157568,691608,405221,239022,140191,82794,50098,30434,18353,10843,6178,3340,1758,928,497,281,161,98,56,28,19"
lower_middle_income,1845,"19,355,2650,11613,23156,37643,58546,89910,136811,206041,306584,454216,681619,1056991,1702406,2787718,4423665,6807860,9875149,13198251,15740217,16508514,15093451,12326572,9165607,6346056,4238175,2817131,1828053,1145507,698266,417399,249230,147485,87406,53274,32673,19837,11777,6734,3673,1941,1026,546,305,181,105,60,30,20"
lower_middle_income,1846,"8,314,2672,11954,23691,38502,59940,92161,140454,211855,315671,468107,702155,1086206,1743132,2842377,4490902,6890608,9979943,13314530,15833268,16558690,15129230,12352736,9179418,6377864,4299695,2896944,1903994,1200152,730293,434432,258159,151982,89562,54002,32716,19720,11672,6678,3642,1931,1019,544,307,180,104,61,28,19"
lower_middle_income,1847,"0,236,2716,12687,25069,40474,62454,95047,143369,213922,315282,461991,683215,1037746,1634751,2648794,4232993,6586179,9744991,13183361,15874407,16700991,15415220,12774983,9604077,6762070,4585136,3095621,2035487,1276811,768553,451895,265718,154235,89592,53007,31579,18867,11159,6397,3501,1873,989,532,299,170,99,59,26,18"
lower_middle_income,1848,"1,200,2343,11980,24342,39569,61304,93782,142346,214049,318097,469924,699923,1068930,1687613,2728475,4327806,6686303,9838254,13326405,16145364,17040760,15651640,12870777,9599591,6670008,4491353,3019613,1980303,1244167,753753,446292,263893,154421,90366,54119,32632,19615,11593,6626,3611,1920,1011,541,306,169,105,63,30,20"
lower_middle_income,1849,"0,190,2497,12182,24683,39983,61763,94339,143330,216180,322589,479679,725678,1146528,1906300,3270361,5544067,8994763,13168956,17372485,20696304,21983078,20340339,16548657,11947724,8008908,5195935,3355244,2127844,1313395,792439,470500,279167,164221,96708,58555,35751,21693,12904,7419,4074,2174,1153,619,341,191,113,66,31,20"
lower_middle_income,1850,"0,225,2744,12953,25833,41689,64234,97714,147687,221500,328912,487192,734092,1153790,1908477,3262869,5520745,8962109,13165468,17412424,20747754,22100172,20539514,16780410,12147128,8188760,5349639,3487147,2229901,1378834,827998,488067,287776,168240,98601,59169,35759,21568,12798,7359,4045,2164,1149,626,341,191,111,65,30,19"
lower_middle_income,1851,"0,262,2699,12805,26193,42259,64784,98074,147666,221068,328209,486572,734587,1157293,1916909,3276209,5532745,8927116,13036266,17239681,20796403,22393329,20968616,17173318,12472287,8402365,5468082,3533991,2238083,1375631,826029,487406,287123,167833,98165,59141,36023,21808,12952,7432,4070,2161,1140,609,331,188,111,61,33,20"
lower_middle_income,1852,"0,126,1886,10227,22783,37363,57581,87428,132158,198610,295691,439130,665416,1056360,1769043,3072522,5320490,8760600,12962366,17263396,20946342,22705590,21428559,17728594,12996691,8811879,5709864,3642551,2273281,1372572,809365,468916,271906,156398,89749,52989,31766,19089,11371,6608,3688,1980,1054,558,295,158,90,51,24,16"
lower_middle_income,1853,"0,142,1692,8466,19497,32690,51479,79918,123475,189450,287717,436895,678996,1102008,1870784,3241573,5515617,8905907,12986727,17167362,20832158,22709818,21637605,17985469,13228207,8957732,5825514,3725857,2338043,1416826,836773,485090,280613,161156,91992,54019,32244,19287,11445,6623,3675,1957,1028,537,284,150,87,43,25,17"
lower_middle_income,1854,"0,285,2181,8345,18634,31120,49045,76423,118905,184192,283370,438147,694987,1146111,1965083,3399900,5747172,9251750,13522022,17938917,21694375,23558993,22482929,18755160,13900391,9530812,6272078,4064389,2594163,1594939,946740,548280,315538,181234,103169,59949,35302,20887,12345,7149,3982,2122,1115,577,305,159,92,48,27,19"
lower_middle_income,1855,"0,202,2087,9504,21562,35940,56336,87168,134418,206093,313498,478966,750545,1223638,2075975,3561856,5977601,9564064,13914421,18396757,22205990,23964226,22664017,18718440,13713697,9294551,6035133,3852108,2413115,1460659,861625,498895,288704,166208,95216,56024,33496,20045,11892,6873,3815,2037,1072,558,297,154,89,45,26,18"
lower_middle_income,1856,"0,232,2092,8028,17344,28672,44928,69875,109005,169904,263682,410828,653964,1077335,1846100,3204523,5441545,8876378,13233693,17854687,21784196,23915686,23070243,19546138,14655529,10177505,6772036,4428877,2846943,1765764,1061644,623282,364094,211210,121019,71899,43673,26443,15786,9106,4991,2618,1339,691,371,199,120,66,38,25"
lower_middle_income,1857,"33,311,2021,8648,18506,30367,47170,72749,112605,174444,269713,418468,661188,1078704,1833183,3172797,5408650,8934266,13571936,18544713,22781440,25076928,24117596,20483857,15447913,10803846,7249132,4773095,3076732,1910923,1147878,672584,393194,228219,131066,78129,47582,28866,17253,9951,5459,2854,1465,753,404,218,133,73,42,27"
lower_middle_income,1858,"0,108,1356,8099,19461,32695,50983,78359,120391,184668,282103,431183,670075,1073803,1794633,3077725,5248597,8706728,13283311,18308796,22754974,25287519,24273099,20606959,15487816,10737141,7118798,4613611,2923869,1781957,1048426,603000,345995,198753,113514,66191,39113,23247,13818,8055,4543,2458,1312,681,362,184,107,51,29,19"
lower_middle_income,1859,"0,79,1503,7320,16429,27198,42471,65868,102882,161387,253054,397930,636241,1046822,1787557,3109013,5319107,8810494,13375882,18312926,22657369,25150596,24317380,20744532,15711289,11037121,7450575,4921578,3181043,1978125,1187885,695553,405778,235009,134637,80063,48659,29471,17598,10133,5561,2908,1502,772,415,224,136,75,42,27"
lower_middle_income,1860,"0,96,1572,6590,15196,25465,40077,62513,97953,153830,241255,379221,605967,994184,1692336,2938976,5030192,8373452,12914463,17976202,22480368,25268189,24828219,21555220,16521234,11661590,7877784,5183789,3344772,2078293,1246970,730286,426028,247057,141373,83862,50941,30874,18475,10673,5886,3085,1587,822,432,231,138,73,44,27"
lower_middle_income,1861,"38,325,2069,8333,18303,30313,47464,73690,114703,178511,277052,430695,680758,1110218,1886378,3271854,5579757,9203319,13961424,19096229,23466923,25953856,25152537,21533753,16311094,11427325,7659942,5017396,3226432,1999656,1197166,699700,408470,236738,135570,80590,48986,29669,17719,10207,5588,2915,1491,767,407,220,130,68,44,27"
lower_middle_income,1862,"34,293,1835,8104,19900,33947,53853,83883,129681,198830,302312,459213,709656,1132206,1886403,3228700,5472077,9026758,13845120,19160217,23709138,26446435,25744805,22243805,16875257,11707502,7719122,4921176,3061537,1834536,1066699,610259,349317,199436,113256,66129,39323,23491,13983,8119,4553,2467,1309,685,360,182,100,45,27,19"
