country,time,as_in
grd,1996,0
grd,1997,0
grd,1998,0
grd,1999,0
grd,2000,0
grd,2001,0
grd,2002,0
grd,2003,0
grd,2004,0
grd,2005,0
grd,2006,0
grd,2007,0
grd,2008,0
grd,2009,0
grd,2010,5
grd,2011,0
grd,2012,0
grd,2013,0
grd,2014,0
grd,2015,0
grd,2016,0
grd,2017,0
grd,2018,0
grd,2019,0
grd,2020,0
gtm,1972,0
gtm,1973,0
gtm,1974,0
gtm,1975,0
gtm,1976,0
gtm,1977,0
gtm,1978,0
gtm,1979,0
gtm,1980,0
gtm,1981,0
gtm,1982,0
gtm,1983,0
gtm,1984,0
gtm,1985,0
gtm,1986,0
gtm,1987,0
gtm,1988,0
gtm,1989,0
gtm,1990,0
gtm,1991,0
gtm,1992,0
gtm,1993,0
gtm,1994,0
gtm,1995,0
gtm,1996,0
gtm,1997,0
gtm,1998,0
gtm,1999,0
gtm,2000,5
gtm,2001,9
gtm,2002,7
gtm,2003,0
gtm,2004,0
gtm,2005,0
gtm,2006,0
gtm,2007,0
gtm,2008,5
gtm,2009,0
gtm,2010,0
gtm,2011,5
gtm,2012,5
gtm,2013,14
gtm,2014,97
gtm,2015,123
gtm,2016,0
gtm,2017,28
gtm,2018,251
gtm,2019,631
gtm,2020,784
guy,1972,0
guy,1973,0
guy,1974,0
guy,1975,0
guy,1976,0
guy,1977,0
guy,1978,0
guy,1979,0
guy,1980,0
guy,1981,0
guy,1982,0
guy,1983,0
guy,1984,0
guy,1985,0
guy,1986,0
guy,1987,0
guy,1988,0
guy,1989,0
guy,1990,0
guy,1991,0
guy,1992,0
guy,1993,0
guy,1994,0
guy,1995,0
guy,1996,0
guy,1997,0
guy,1998,0
guy,1999,0
guy,2000,0
guy,2001,0
guy,2002,0
guy,2003,0
guy,2004,0
guy,2005,0
guy,2006,0
guy,2007,0
guy,2008,0
guy,2009,0
guy,2010,0
guy,2011,0
guy,2012,0
guy,2013,0
guy,2014,0
guy,2015,0
guy,2016,0
guy,2017,0
guy,2018,12
guy,2019,57
guy,2020,72
hkg,1951,0
hkg,1952,0
hkg,1953,0
hkg,1954,0
hkg,1955,0
hkg,1956,0
hkg,1957,0
hkg,1958,0
hkg,1959,0
hkg,1960,0
hkg,1961,0
hkg,1962,0
hkg,1963,0
hkg,1964,0
hkg,1965,0
hkg,1966,0
hkg,1967,0
hkg,1968,0
hkg,1969,0
hkg,1970,0
hkg,1971,0
hkg,1972,0
hkg,1973,0
hkg,1974,0
hkg,1975,0
hkg,1976,0
hkg,1977,0
hkg,1978,0
hkg,1979,0
hkg,1980,0
hkg,1981,0
hkg,1982,0
hkg,1983,0
hkg,1984,0
hkg,1985,0
hkg,1986,0
hkg,1987,0
hkg,1988,0
hkg,1989,0
hkg,1990,0
hkg,1991,0
hkg,1992,0
hkg,1993,0
hkg,1994,0
hkg,1995,0
hkg,1996,0
hkg,1997,0
hkg,1998,0
hkg,1999,0
hkg,2000,41
hkg,2001,459
hkg,2002,171
hkg,2003,179
hkg,2004,655
hkg,2005,1078
hkg,2006,2382
hkg,2007,1891
hkg,2008,1088
hkg,2009,769
hkg,2010,451
hkg,2011,574
hkg,2012,798
hkg,2013,1848
hkg,2014,2223
hkg,2015,2298
hkg,2016,0
hkg,2017,5
hkg,2018,0
hkg,2019,0
hkg,2020,0
hnd,1972,0
hnd,1973,0
hnd,1974,0
hnd,1975,0
hnd,1976,0
hnd,1977,0
hnd,1978,0
hnd,1979,0
hnd,1980,0
hnd,1981,0
hnd,1982,0
hnd,1983,0
hnd,1984,0
hnd,1985,0
hnd,1986,0
hnd,1987,0
hnd,1988,0
hnd,1989,0
hnd,1990,0
hnd,1991,0
hnd,1992,0
hnd,1993,0
hnd,1994,0
hnd,1995,0
hnd,1996,0
hnd,1997,0
hnd,1998,0
hnd,1999,0
hnd,2000,6
hnd,2001,5
hnd,2002,5
hnd,2003,0
hnd,2004,21
hnd,2005,48
hnd,2006,0
hnd,2007,16
hnd,2008,0
hnd,2009,0
hnd,2010,0
hnd,2011,0
hnd,2012,0
hnd,2013,22
hnd,2014,14
hnd,2015,10
hnd,2016,10
hnd,2017,11
hnd,2018,55
hnd,2019,109
hnd,2020,116
hos,2007,0
hos,2008,0
hos,2009,0
hos,2010,0
hos,2011,0
hos,2012,0
hos,2013,0
hos,2014,0
hos,2015,0
hos,2016,0
hos,2017,0
hos,2018,0
hos,2019,0
hos,2020,0
hrv,1992,0
hrv,1993,0
hrv,1994,0
hrv,1995,0
hrv,1996,0
hrv,1997,0
hrv,1998,0
hrv,1999,0
hrv,2000,17
hrv,2001,63
hrv,2002,49
hrv,2003,59
hrv,2004,26
hrv,2005,6
hrv,2006,8
hrv,2007,46
hrv,2008,52
hrv,2009,26
hrv,2010,64
hrv,2011,219
hrv,2012,329
hrv,2013,189
hrv,2014,87
hrv,2015,30
hrv,2016,529
hrv,2017,406
hrv,2018,198
hrv,2019,454
hrv,2020,567
hti,1974,0
hti,1975,0
hti,1976,0
hti,1977,0
hti,1978,0
hti,1979,0
hti,1980,0
hti,1981,0
hti,1982,0
hti,1983,0
hti,1984,0
hti,1985,0
hti,1986,0
hti,1987,0
hti,1988,0
hti,1989,0
hti,1990,0
hti,1991,0
hti,1992,0
hti,1993,0
hti,1994,0
hti,1995,0
hti,1996,0
hti,1997,0
hti,1998,0
hti,1999,0
hti,2000,0
hti,2001,0
hti,2002,0
hti,2003,0
hti,2004,0
hti,2005,0
hti,2006,0
hti,2007,0
hti,2008,0
hti,2009,12
hti,2010,5
hti,2011,6
hti,2012,11
hti,2013,8
hti,2014,0
hti,2015,10
hti,2016,0
hti,2017,0
hti,2018,0
hti,2019,5
hti,2020,5
hun,1965,0
hun,1966,0
hun,1967,0
hun,1968,0
hun,1969,0
hun,1970,0
hun,1971,0
hun,1972,0
hun,1973,0
hun,1974,0
hun,1975,0
hun,1976,0
hun,1977,0
hun,1978,0
hun,1979,0
hun,1980,0
hun,1981,0
hun,1982,0
hun,1983,0
hun,1984,0
hun,1985,0
hun,1986,0
hun,1987,0
hun,1988,0
hun,1989,0
hun,1990,0
hun,1991,0
hun,1992,0
hun,1993,0
hun,1994,0
hun,1995,0
hun,1996,0
hun,1997,0
hun,1998,0
hun,1999,0
hun,2000,1627
hun,2001,2387
hun,2002,1049
hun,2003,758
hun,2004,340
hun,2005,665
hun,2006,513
hun,2007,1559
hun,2008,2514
hun,2009,641
hun,2010,354
hun,2011,360
hun,2012,386
hun,2013,1876
hun,2014,15664
hun,2015,36671
hun,2016,3396
hun,2017,666
hun,2018,120
hun,2019,222
hun,2020,38
idn,1978,0
idn,1979,0
idn,1980,0
idn,1981,0
idn,1982,0
idn,1983,0
idn,1984,0
idn,1985,0
idn,1986,0
idn,1987,0
idn,1988,0
idn,1989,0
idn,1990,0
idn,1991,0
idn,1992,0
idn,1993,0
idn,1994,0
idn,1995,0
idn,1996,0
idn,1997,0
idn,1998,0
idn,1999,0
idn,2000,367
idn,2001,793
idn,2002,228
idn,2003,56
idn,2004,43
idn,2005,43
idn,2006,259
idn,2007,199
idn,2008,346
idn,2009,1760
idn,2010,2058
idn,2011,3226
idn,2012,6107
idn,2013,7087
idn,2014,6904
idn,2015,7566
idn,2016,6558
idn,2017,4016
idn,2018,3196
idn,2019,3476
idn,2020,3597
ind,1964,0
ind,1965,0
ind,1966,0
ind,1967,0
ind,1968,0
ind,1969,0
ind,1970,0
ind,1971,0
ind,1972,0
ind,1973,0
ind,1974,0
ind,1975,0
ind,1976,0
ind,1977,0
ind,1978,0
ind,1979,0
ind,1980,0
ind,1981,0
ind,1982,0
ind,1983,0
ind,1984,0
ind,1985,0
ind,1986,0
ind,1987,0
ind,1988,0
ind,1989,0
ind,1990,0
ind,1991,0
ind,1992,0
ind,1993,0
ind,1994,0
ind,1995,0
ind,1996,0
ind,1997,0
ind,1998,0
ind,1999,0
ind,2000,58
ind,2001,204
ind,2002,493
ind,2003,530
ind,2004,304
ind,2005,296
ind,2006,671
ind,2007,2415
ind,2008,3774
ind,2009,5436
ind,2010,3741
ind,2011,3508
ind,2012,3549
ind,2013,3669
ind,2014,5057
ind,2015,6476
ind,2016,9209
ind,2017,10508
ind,2018,11938
ind,2019,12385
ind,2020,11217
irl,1984,0
irl,1985,0
irl,1986,0
irl,1987,0
irl,1988,0
irl,1989,0
irl,1990,0
irl,1991,0
irl,1992,0
irl,1993,0
irl,1994,0
irl,1995,0
irl,1996,0
irl,1997,0
irl,1998,0
irl,1999,0
irl,2000,12067
irl,2001,10841
irl,2002,6967
irl,2003,7366
irl,2004,3667
irl,2005,2414
irl,2006,3406
irl,2007,4364
irl,2008,4583
irl,2009,2725
irl,2010,5088
irl,2011,5380
irl,2012,5423
irl,2013,5464
irl,2014,4576
irl,2015,4982
irl,2016,4221
irl,2017,5991
irl,2018,7159
irl,2019,7890
irl,2020,7393
irn,1962,0
irn,1963,0
irn,1964,0
irn,1965,0
irn,1966,0
irn,1967,0
irn,1968,0
irn,1969,0
irn,1970,0
irn,1971,0
irn,1972,0
irn,1973,0
irn,1974,0
irn,1975,0
irn,1976,0
irn,1977,0
irn,1978,0
irn,1979,0
irn,1980,0
irn,1981,0
irn,1982,0
irn,1983,0
irn,1984,0
irn,1985,0
irn,1986,0
irn,1987,0
irn,1988,0
irn,1989,0
irn,1990,0
irn,1991,0
irn,1992,0
irn,1993,0
irn,1994,0
irn,1995,0
irn,1996,0
irn,1997,0
irn,1998,0
irn,1999,0
irn,2000,12228
irn,2001,0
irn,2002,5
irn,2003,0
irn,2004,48
irn,2005,138
irn,2006,1017
irn,2007,1184
irn,2008,1705
irn,2009,1851
irn,2010,1767
irn,2011,442
irn,2012,18
irn,2013,46
irn,2014,42
irn,2015,42
irn,2016,91
irn,2017,84
irn,2018,33
irn,2019,35
irn,2020,34
irq,1968,0
irq,1969,0
irq,1970,0
irq,1971,0
irq,1972,0
irq,1973,0
irq,1974,0
irq,1975,0
irq,1976,0
irq,1977,0
irq,1978,0
irq,1979,0
irq,1980,0
irq,1981,0
irq,1982,0
irq,1983,0
irq,1984,0
irq,1985,0
irq,1986,0
irq,1987,0
irq,1988,0
irq,1989,0
irq,1990,0
irq,1991,0
irq,1992,0
irq,1993,0
irq,1994,0
irq,1995,0
irq,1996,0
irq,1997,0
irq,1998,0
irq,1999,0
irq,2000,945
irq,2001,394
irq,2002,437
irq,2003,437
irq,2004,1353
irq,2005,1948
irq,2006,2180
irq,2007,2413
irq,2008,2059
irq,2009,3794
irq,2010,3072
irq,2011,4195
irq,2012,4908
irq,2013,5991
irq,2014,8468
irq,2015,7414
irq,2016,11488
irq,2017,13035
irq,2018,14013
irq,2019,12938
irq,2020,12670
isl,1990,0
isl,1991,0
isl,1992,0
isl,1993,0
isl,1994,0
isl,1995,0
isl,1996,0
isl,1997,0
isl,1998,0
isl,1999,0
isl,2000,5
isl,2001,15
isl,2002,13
isl,2003,0
isl,2004,5
isl,2005,10
isl,2006,11
isl,2007,12
isl,2008,25
isl,2009,5
isl,2010,25
isl,2011,56
isl,2012,87
isl,2013,267
isl,2014,210
isl,2015,159
isl,2016,324
isl,2017,327
isl,2018,437
isl,2019,371
isl,2020,181
isr,1988,0
isr,1989,0
isr,1990,0
isr,1991,0
isr,1992,0
isr,1993,0
isr,1994,0
isr,1995,0
isr,1996,0
isr,1997,0
isr,1998,0
isr,1999,0
isr,2000,326
isr,2001,552
isr,2002,688
isr,2003,703
isr,2004,0
isr,2005,908
isr,2006,826
isr,2007,5734
isr,2008,4601
isr,2009,4143
isr,2010,5574
isr,2011,6444
isr,2012,5682
isr,2013,4760
isr,2014,5558
isr,2015,11677
isr,2016,21274
isr,2017,29704
isr,2018,35569
isr,2019,38479
isr,2020,32518
ita,1951,0
ita,1952,0
ita,1953,0
ita,1954,0
ita,1955,0
ita,1956,0
ita,1957,0
ita,1958,0
ita,1959,0
ita,1960,0
ita,1961,0
ita,1962,0
ita,1963,0
ita,1964,0
ita,1965,0
ita,1966,0
ita,1967,0
ita,1968,0
ita,1969,0
ita,1970,0
ita,1971,0
ita,1972,0
ita,1973,0
ita,1974,0
ita,1975,0
ita,1976,0
ita,1977,0
ita,1978,0
ita,1979,0
ita,1980,0
ita,1981,0
ita,1982,0
ita,1983,0
ita,1984,0
ita,1985,0
ita,1986,0
ita,1987,0
ita,1988,0
ita,1989,0
ita,1990,0
ita,1991,0
ita,1992,0
ita,1993,0
ita,1994,0
ita,1995,0
ita,1996,0
ita,1997,0
ita,1998,0
ita,1999,0
ita,2000,113
ita,2001,0
ita,2002,0
ita,2003,0
ita,2004,0
ita,2005,0
ita,2006,0
ita,2007,1500
ita,2008,0
ita,2009,4365
ita,2010,4070
ita,2011,13525
ita,2012,14320
ita,2013,13635
ita,2014,45730
ita,2015,60135
ita,2016,99896
ita,2017,186645
ita,2018,105606
ita,2019,47030
ita,2020,53901
jam,1991,0
jam,1992,0
jam,1993,0
jam,1994,0
jam,1995,0
jam,1996,0
jam,1997,0
jam,1998,0
jam,1999,0
jam,2000,0
jam,2001,0
jam,2002,0
jam,2003,0
jam,2004,0
jam,2005,0
jam,2006,0
jam,2007,0
jam,2008,0
jam,2009,0
jam,2010,0
jam,2011,0
jam,2012,0
jam,2013,0
jam,2014,0
jam,2015,0
jam,2016,8
jam,2017,8
jam,2018,21
jam,2019,5
jam,2020,5
jor,1971,0
jor,1972,0
jor,1973,0
jor,1974,0
jor,1975,0
jor,1976,0
jor,1977,0
jor,1978,0
jor,1979,0
jor,1980,0
jor,1981,0
jor,1982,0
jor,1983,0
jor,1984,0
jor,1985,0
jor,1986,0
jor,1987,0
jor,1988,0
jor,1989,0
jor,1990,0
jor,1991,0
jor,1992,0
jor,1993,0
jor,1994,0
jor,1995,0
jor,1996,0
jor,1997,0
jor,1998,0
jor,1999,0
jor,2000,7865
jor,2001,5293
jor,2002,3781
jor,2003,6728
jor,2004,12450
jor,2005,16563
jor,2006,19233
jor,2007,350
jor,2008,668
jor,2009,599
jor,2010,2137
jor,2011,4968
jor,2012,2934
jor,2013,4383
jor,2014,18776
jor,2015,24906
jor,2016,35600
jor,2017,43809
jor,2018,52536
jor,2019,51432
jor,2020,4866
jpn,1977,0
jpn,1978,0
jpn,1979,0
jpn,1980,0
jpn,1981,0
jpn,1982,0
jpn,1983,0
jpn,1984,0
jpn,1985,0
jpn,1986,0
jpn,1987,0
jpn,1988,0
jpn,1989,0
jpn,1990,0
jpn,1991,0
jpn,1992,0
jpn,1993,0
jpn,1994,0
jpn,1995,0
jpn,1996,0
jpn,1997,0
jpn,1998,0
jpn,1999,0
jpn,2000,282
jpn,2001,321
jpn,2002,314
jpn,2003,424
jpn,2004,474
jpn,2005,520
jpn,2006,1214
jpn,2007,1502
jpn,2008,2292
jpn,2009,2931
jpn,2010,3023
jpn,2011,3680
jpn,2012,4695
jpn,2013,6730
jpn,2014,9284
jpn,2015,13823
jpn,2016,18801
jpn,2017,31204
jpn,2018,29040
jpn,2019,29123
jpn,2020,23765
kaz,1993,0
kaz,1994,0
kaz,1995,0
kaz,1996,0
kaz,1997,0
kaz,1998,0
kaz,1999,0
kaz,2000,5
kaz,2001,10
kaz,2002,0
kaz,2003,0
kaz,2004,5
kaz,2005,62
kaz,2006,93
kaz,2007,71
kaz,2008,123
kaz,2009,129
kaz,2010,314
kaz,2011,63
kaz,2012,81
kaz,2013,74
kaz,2014,92
kaz,2015,89
kaz,2016,133
kaz,2017,207
kaz,2018,190
kaz,2019,212
kaz,2020,223
ken,1970,0
ken,1971,0
ken,1972,0
ken,1973,0
ken,1974,0
ken,1975,0
ken,1976,0
ken,1977,0
ken,1978,0
ken,1979,0
ken,1980,0
ken,1981,0
ken,1982,0
ken,1983,0
ken,1984,0
ken,1985,0
ken,1986,0
ken,1987,0
ken,1988,0
ken,1989,0
ken,1990,0
ken,1991,0
ken,1992,0
ken,1993,0
ken,1994,0
ken,1995,0
ken,1996,0
ken,1997,0
ken,1998,0
ken,1999,0
ken,2000,8708
ken,2001,12596
ken,2002,2418
ken,2003,4015
ken,2004,9469
ken,2005,16446
ken,2006,18508
ken,2007,5762
ken,2008,8762
ken,2009,18961
ken,2010,27957
ken,2011,35268
ken,2012,41940
ken,2013,52271
ken,2014,33994
ken,2015,39953
ken,2016,43748
ken,2017,56499
ken,2018,50458
ken,2019,53008
ken,2020,51916
kgz,1993,0
kgz,1994,0
kgz,1995,0
kgz,1996,0
kgz,1997,0
kgz,1998,0
kgz,1999,0
kgz,2000,386
kgz,2001,470
kgz,2002,652
kgz,2003,634
kgz,2004,446
kgz,2005,488
kgz,2006,569
kgz,2007,711
kgz,2008,753
kgz,2009,490
kgz,2010,548
kgz,2011,404
kgz,2012,348
kgz,2013,379
kgz,2014,210
kgz,2015,160
kgz,2016,120
kgz,2017,107
kgz,2018,105
kgz,2019,164
kgz,2020,343
khm,1964,0
khm,1965,0
khm,1966,0
khm,1967,0
khm,1968,0
khm,1969,0
khm,1970,0
khm,1971,0
khm,1972,0
khm,1973,0
khm,1974,0
khm,1975,0
khm,1976,0
khm,1977,0
khm,1978,0
khm,1979,0
khm,1980,0
khm,1981,0
khm,1982,0
khm,1983,0
khm,1984,0
khm,1985,0
khm,1986,0
khm,1987,0
khm,1988,0
khm,1989,0
khm,1990,0
khm,1991,0
khm,1992,0
khm,1993,0
khm,1994,0
khm,1995,0
khm,1996,0
khm,1997,0
khm,1998,0
khm,1999,0
khm,2000,162
khm,2001,1045
khm,2002,76
khm,2003,44
khm,2004,315
khm,2005,65
khm,2006,124
khm,2007,237
khm,2008,59
khm,2009,30
khm,2010,49
khm,2011,45
khm,2012,20
khm,2013,6
khm,2014,38
khm,2015,24
khm,2016,170
khm,2017,44
khm,2018,0
khm,2019,27
khm,2020,12
kir,2003,0
kir,2004,0
kir,2005,0
kir,2006,0
kir,2007,0
kir,2008,0
kir,2009,0
kir,2010,0
kir,2011,0
kir,2012,0
kir,2013,0
kir,2014,0
kir,2015,0
kna,2000,0
kna,2001,0
kna,2002,0
kna,2003,0
kna,2004,0
kna,2005,0
kna,2006,0
kna,2007,0
kna,2008,0
kna,2009,0
kna,2010,0
kna,2011,0
kna,2012,0
kna,2013,0
kna,2014,0
kna,2015,0
kna,2016,0
kna,2017,5
kna,2018,0
kna,2019,0
kna,2020,0
kor,1978,0
kor,1979,0
kor,1980,0
kor,1981,0
kor,1982,0
kor,1983,0
kor,1984,0
kor,1985,0
kor,1986,0
kor,1987,0
kor,1988,0
kor,1989,0
kor,1990,0
kor,1991,0
kor,1992,0
kor,1993,0
kor,1994,0
kor,1995,0
kor,1996,0
kor,1997,0
kor,1998,0
kor,1999,0
kor,2000,37
kor,2001,66
kor,2002,62
kor,2003,126
kor,2004,238
kor,2005,509
kor,2006,617
kor,2007,1152
kor,2008,1287
kor,2009,643
kor,2010,694
kor,2011,1159
kor,2012,1526
kor,2013,2387
kor,2014,3470
kor,2015,5426
kor,2016,6835
kor,2017,9559
kor,2018,19827
kor,2019,25562
kor,2020,20073
kwt,1979,0
kwt,1980,0
kwt,1981,0
kwt,1982,0
kwt,1983,0
kwt,1984,0
kwt,1985,0
kwt,1986,0
kwt,1987,0
kwt,1988,0
kwt,1989,0
kwt,1990,0
kwt,1991,0
kwt,1992,0
kwt,1993,0
kwt,1994,0
kwt,1995,0
kwt,1996,0
kwt,1997,0
kwt,1998,0
kwt,1999,0
kwt,2000,56
kwt,2001,82
kwt,2002,187
kwt,2003,192
kwt,2004,160
kwt,2005,209
kwt,2006,527
kwt,2007,703
kwt,2008,2648
kwt,2009,2984
kwt,2010,3272
kwt,2011,1114
kwt,2012,831
kwt,2013,1029
kwt,2014,1039
kwt,2015,903
kwt,2016,823
kwt,2017,948
kwt,2018,983
kwt,2019,1079
kwt,2020,1054
lao,1972,0
lao,1973,0
lao,1974,0
lao,1975,0
lao,1976,0
lao,1977,0
lao,1978,0
lao,1979,0
lao,1980,0
lao,1981,0
lao,1982,0
lao,1983,0
lao,1984,0
lao,1985,0
lao,1986,0
lao,1987,0
lao,1988,0
lao,1989,0
lao,1990,0
lao,1991,0
lao,1992,0
lao,1993,0
lao,1994,0
lao,1995,0
lao,1996,0
lao,1997,0
lao,1998,0
lao,1999,0
lao,2000,0
lao,2001,0
lao,2002,0
lao,2003,0
lao,2004,0
lao,2005,0
lao,2006,0
lao,2007,0
lao,2008,0
lao,2009,0
lao,2010,0
lao,2011,0
lao,2012,0
lao,2013,0
lao,2014,0
lao,2015,0
lao,2016,0
lao,2017,0
lao,2018,0
lao,2019,0
lao,2020,0
lbn,1964,0
lbn,1965,0
lbn,1966,0
lbn,1967,0
lbn,1968,0
lbn,1969,0
lbn,1970,0
lbn,1971,0
lbn,1972,0
lbn,1973,0
lbn,1974,0
lbn,1975,0
lbn,1976,0
lbn,1977,0
lbn,1978,0
lbn,1979,0
lbn,1980,0
lbn,1981,0
lbn,1982,0
lbn,1983,0
lbn,1984,0
lbn,1985,0
lbn,1986,0
lbn,1987,0
lbn,1988,0
lbn,1989,0
lbn,1990,0
lbn,1991,0
lbn,1992,0
lbn,1993,0
lbn,1994,0
lbn,1995,0
lbn,1996,0
lbn,1997,0
lbn,1998,0
lbn,1999,0
lbn,2000,6023
lbn,2001,3676
lbn,2002,156
lbn,2003,523
lbn,2004,671
lbn,2005,1438
lbn,2006,2557
lbn,2007,569
lbn,2008,511
lbn,2009,584
lbn,2010,1407
lbn,2011,1725
lbn,2012,1906
lbn,2013,2257
lbn,2014,7435
lbn,2015,12114
lbn,2016,13724
lbn,2017,15321
lbn,2018,16404
lbn,2019,12119
lbn,2020,10278
lbr,1969,0
lbr,1970,0
lbr,1971,0
lbr,1972,0
lbr,1973,0
lbr,1974,0
lbr,1975,0
lbr,1976,0
lbr,1977,0
lbr,1978,0
lbr,1979,0
lbr,1980,0
lbr,1981,0
lbr,1982,0
lbr,1983,0
lbr,1984,0
lbr,1985,0
lbr,1986,0
lbr,1987,0
lbr,1988,0
lbr,1989,0
lbr,1990,0
lbr,1991,0
lbr,1992,0
lbr,1993,0
lbr,1994,0
lbr,1995,0
lbr,1996,0
lbr,1997,0
lbr,1998,0
lbr,1999,0
lbr,2000,0
lbr,2001,0
lbr,2002,7
lbr,2003,0
lbr,2004,0
lbr,2005,25
lbr,2006,48
lbr,2007,88
lbr,2008,30
lbr,2009,532
lbr,2010,26
lbr,2011,569
lbr,2012,46
lbr,2013,48
lbr,2014,33
lbr,2015,11
lbr,2016,14
lbr,2017,30
lbr,2018,40
lbr,2019,11
lbr,2020,10668
lby,1980,0
lby,1981,0
lby,1982,0
lby,1983,0
lby,1984,0
lby,1985,0
lby,1986,0
lby,1987,0
lby,1988,0
lby,1989,0
lby,1990,0
lby,1991,0
lby,1992,0
lby,1993,0
lby,1994,0
lby,1995,0
lby,1996,0
lby,1997,0
lby,1998,0
lby,1999,0
lby,2000,208
lby,2001,12
lby,2002,29
lby,2003,55
lby,2004,196
lby,2005,196
lby,2006,1985
lby,2007,2771
lby,2008,4833
lby,2009,3311
lby,2010,3185
lby,2011,2883
lby,2012,6544
lby,2013,6592
lby,2014,8886
lby,2015,27463
lby,2016,29221
lby,2017,35650
lby,2018,47403
lby,2019,42796
lby,2020,40039
lca,1997,0
lca,1998,0
lca,1999,0
lca,2000,0
lca,2001,0
lca,2002,0
lca,2003,0
lca,2004,0
lca,2005,0
lca,2006,0
lca,2007,0
lca,2008,0
lca,2009,5
lca,2010,6
lca,2011,5
lca,2012,0
lca,2013,0
lca,2014,0
lca,2015,0
lca,2016,0
lca,2017,0
lca,2018,0
lca,2019,0
lca,2020,0
lie,2000,0
lie,2001,184
lie,2002,126
lie,2003,85
lie,2004,61
lie,2005,58
lie,2006,24
lie,2007,10
lie,2008,10
lie,2009,48
lie,2010,35
lie,2011,48
lie,2012,17
lie,2013,20
lie,2014,66
lie,2015,87
lie,2016,78
lie,2017,79
lie,2018,70
lie,2019,29
lie,2020,20
lka,1985,0
lka,1986,0
lka,1987,0
lka,1988,0
lka,1989,0
lka,1990,0
lka,1991,0
lka,1992,0
lka,1993,0
lka,1994,0
lka,1995,0
lka,1996,0
lka,1997,0
lka,1998,0
lka,1999,0
lka,2000,20
lka,2001,30
lka,2002,13
lka,2003,5
lka,2004,48
lka,2005,117
lka,2006,130
lka,2007,196
lka,2008,389
lka,2009,338
lka,2010,134
lka,2011,198
lka,2012,255
lka,2013,1605
lka,2014,945
lka,2015,602
lka,2016,573
lka,2017,629
lka,2018,744
lka,2019,361
lka,2020,224
lso,1970,0
lso,1971,0
lso,1972,0
lso,1973,0
lso,1974,0
lso,1975,0
lso,1976,0
lso,1977,0
lso,1978,0
lso,1979,0
lso,1980,0
lso,1981,0
lso,1982,0
lso,1983,0
lso,1984,0
lso,1985,0
lso,1986,0
lso,1987,0
lso,1988,0
lso,1989,0
lso,1990,0
lso,1991,0
lso,1992,0
lso,1993,0
lso,1994,0
lso,1995,0
lso,1996,0
lso,1997,0
lso,1998,0
lso,1999,0
lso,2000,0
lso,2001,0
lso,2002,0
lso,2003,0
lso,2004,0
lso,2005,0
lso,2006,0
lso,2007,0
lso,2008,0
lso,2009,0
lso,2010,0
lso,2011,0
lso,2012,0
lso,2013,0
lso,2014,0
lso,2015,0
lso,2016,5
lso,2017,28
lso,2018,36
lso,2019,78
lso,2020,179
ltu,1990,0
ltu,1991,0
ltu,1992,0
ltu,1993,0
ltu,1994,0
ltu,1995,0
ltu,1996,0
ltu,1997,0
ltu,1998,0
ltu,1999,0
ltu,2000,56
ltu,2001,84
ltu,2002,212
ltu,2003,90
ltu,2004,22
ltu,2005,51
ltu,2006,40
ltu,2007,25
ltu,2008,93
ltu,2009,69
ltu,2010,67
ltu,2011,73
ltu,2012,70
ltu,2013,74
ltu,2014,139
ltu,2015,75
ltu,2016,147
ltu,2017,249
ltu,2018,273
ltu,2019,408
ltu,2020,122
lux,1951,0
lux,1952,0
lux,1953,0
lux,1954,0
lux,1955,0
lux,1956,0
lux,1957,0
lux,1958,0
lux,1959,0
lux,1960,0
lux,1961,0
lux,1962,0
lux,1963,0
lux,1964,0
lux,1965,0
lux,1966,0
lux,1967,0
lux,1968,0
lux,1969,0
lux,1970,0
lux,1971,0
lux,1972,0
lux,1973,0
lux,1974,0
lux,1975,0
lux,1976,0
lux,1977,0
lux,1978,0
lux,1979,0
lux,1980,0
lux,1981,0
lux,1982,0
lux,1983,0
lux,1984,0
lux,1985,0
lux,1986,0
lux,1987,0
lux,1988,0
lux,1989,0
lux,1990,0
lux,1991,0
lux,1992,0
lux,1993,0
lux,1994,0
lux,1995,0
lux,1996,0
lux,1997,0
lux,1998,0
lux,1999,0
lux,2000,0
lux,2001,0
lux,2002,0
lux,2003,0
lux,2004,0
lux,2005,0
lux,2006,50
lux,2007,38
lux,2008,29
lux,2009,442
lux,2010,660
lux,2011,1694
lux,2012,1239
lux,2013,1003
lux,2014,1226
lux,2015,2349
lux,2016,2186
lux,2017,1495
lux,2018,1485
lux,2019,1785
lux,2020,1400
lva,1992,0
lva,1993,0
lva,1994,0
lva,1995,0
lva,1996,0
lva,1997,0
lva,1998,0
lva,1999,0
lva,2000,0
lva,2001,0
lva,2002,8
lva,2003,0
lva,2004,0
lva,2005,7
lva,2006,0
lva,2007,11
lva,2008,33
lva,2009,54
lva,2010,43
lva,2011,216
lva,2012,171
lva,2013,183
lva,2014,235
lva,2015,182
lva,2016,151
lva,2017,54
lva,2018,45
lva,2019,41
lva,2020,73
mar,1951,0
mar,1952,0
mar,1953,0
mar,1954,0
mar,1955,0
mar,1956,0
mar,1957,0
mar,1958,0
mar,1959,0
mar,1960,0
mar,1961,0
mar,1962,0
mar,1963,0
mar,1964,0
mar,1965,0
mar,1966,0
mar,1967,0
mar,1968,0
mar,1969,0
mar,1970,0
mar,1971,0
